recId,taxon_id,common_name,scientific_name
57,175121,Birds,Passeroidea
57,8032,Brown%20Trout,Salmo%20trutta
57,9901,Buffalo,Bison%20bison
57,9625,Carnivores,Vulpes
57,9685,Cat,Felis%20catus
57,7995,Catfishes,Siluriformes
57,9913,Cattle,Bos%20taurus
57,9031,Chicken,Gallus%20gallus
57,9598,Chimpanzee,Pan%20troglodytes
57,10150,chinchillas,Chinchillidae
57,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
57,9860,Deer,Cervus%20elaphus
57,10042,Deer%20mouse,Peromyscus%20maniculatus
57,9615,Dog,Canis%20familiaris
57,8835,Ducks,Anas
57,9669,Ferret,Mustela%20putorius%20furo
57,117565,Fish,Hyperotreti
57,10045,Gerbil,Gerbillina
57,9925,Goat,Capra%20hircus
57,9612,Gray%20wolf,Canis%20lupus
57,10141,Guinea%20pig,Cavia%20porcellus
57,10036,Hamster,Mesocricetus%20auratus
57,9796,Horse,Equus%20caballus
57,9606,Human,Homo%20sapiens
57,9541,Macaque,Macaca%20fascicularis
57,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
57,9479,Monkey,Platyrrhini
57,10090,Mouse,Mus%20musculus
57,,None,None
57,9224,Parrot,Psittacidae
57,9823,Pig,Sus%20scrofa
57,9986,Rabbit,Oryctolagus%20cuniculus
57,8022,Rainbow%20trout,Oncorhynchus%20mykiss
57,10114,Rat,Rattus
57,56781,Raven,Corvus%20corax
57,9768,sei%20whale,Balaenoptera%20borealis
57,9940,Sheep,Ovis%20aries
57,37591,Squirrel,Spermophilus%20richardsonii
57,9393,Tree%20shrew,Tupaiidae
57,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
57,9103,Turkey,Meleagris%20gallopavo
57,79684,Vole,Microtus%20ochrogaster
57,391902,Water%20buffalo,Bubalus%20bubalis
22,9556,Baboon,Papio%20cynocephalus
22,447135,Bank%20vole,Clethrionomys%20glareolus
22,9643,Bear,Ursus%20americanus
22,175121,Birds,Passeroidea
22,8032,Brown%20Trout,Salmo%20trutta
22,9901,Buffalo,Bison%20bison
22,9625,Carnivores,Vulpes
22,9685,Cat,Felis%20catus
22,7995,Catfishes,Siluriformes
22,9913,Cattle,Bos%20taurus
22,9031,Chicken,Gallus%20gallus
22,9598,Chimpanzee,Pan%20troglodytes
22,10150,chinchillas,Chinchillidae
22,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
22,9860,Deer,Cervus%20elaphus
22,10042,Deer%20mouse,Peromyscus%20maniculatus
22,9615,Dog,Canis%20familiaris
22,8835,Ducks,Anas
22,9669,Ferret,Mustela%20putorius%20furo
22,117565,Fish,Hyperotreti
22,10045,Gerbil,Gerbillina
22,9925,Goat,Capra%20hircus
22,9612,Gray%20wolf,Canis%20lupus
22,10141,Guinea%20pig,Cavia%20porcellus
22,10036,Hamster,Mesocricetus%20auratus
22,9796,Horse,Equus%20caballus
22,9606,Human,Homo%20sapiens
22,9541,Macaque,Macaca%20fascicularis
22,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
22,9479,Monkey,Platyrrhini
22,10090,Mouse,Mus%20musculus
22,,None,None
22,9224,Parrot,Psittacidae
22,9823,Pig,Sus%20scrofa
22,9986,Rabbit,Oryctolagus%20cuniculus
22,8022,Rainbow%20trout,Oncorhynchus%20mykiss
22,10114,Rat,Rattus
22,56781,Raven,Corvus%20corax
22,9768,sei%20whale,Balaenoptera%20borealis
22,9940,Sheep,Ovis%20aries
22,37591,Squirrel,Spermophilus%20richardsonii
22,9393,Tree%20shrew,Tupaiidae
22,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
22,9103,Turkey,Meleagris%20gallopavo
22,79684,Vole,Microtus%20ochrogaster
22,391902,Water%20buffalo,Bubalus%20bubalis
23,9556,Baboon,Papio%20cynocephalus
23,447135,Bank%20vole,Clethrionomys%20glareolus
23,9643,Bear,Ursus%20americanus
23,175121,Birds,Passeroidea
23,8032,Brown%20Trout,Salmo%20trutta
23,9901,Buffalo,Bison%20bison
23,9625,Carnivores,Vulpes
23,9685,Cat,Felis%20catus
23,7995,Catfishes,Siluriformes
23,9913,Cattle,Bos%20taurus
23,9031,Chicken,Gallus%20gallus
23,9598,Chimpanzee,Pan%20troglodytes
23,10150,chinchillas,Chinchillidae
23,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
23,9860,Deer,Cervus%20elaphus
23,10042,Deer%20mouse,Peromyscus%20maniculatus
23,9615,Dog,Canis%20familiaris
23,8835,Ducks,Anas
23,9669,Ferret,Mustela%20putorius%20furo
23,117565,Fish,Hyperotreti
23,10045,Gerbil,Gerbillina
23,9925,Goat,Capra%20hircus
23,9612,Gray%20wolf,Canis%20lupus
23,10141,Guinea%20pig,Cavia%20porcellus
23,10036,Hamster,Mesocricetus%20auratus
23,9796,Horse,Equus%20caballus
23,9606,Human,Homo%20sapiens
23,9541,Macaque,Macaca%20fascicularis
23,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
23,9479,Monkey,Platyrrhini
23,10090,Mouse,Mus%20musculus
23,,None,None
23,9224,Parrot,Psittacidae
23,9823,Pig,Sus%20scrofa
23,9986,Rabbit,Oryctolagus%20cuniculus
23,8022,Rainbow%20trout,Oncorhynchus%20mykiss
23,10114,Rat,Rattus
23,56781,Raven,Corvus%20corax
23,9768,sei%20whale,Balaenoptera%20borealis
23,9940,Sheep,Ovis%20aries
23,37591,Squirrel,Spermophilus%20richardsonii
23,9393,Tree%20shrew,Tupaiidae
23,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
23,9103,Turkey,Meleagris%20gallopavo
23,79684,Vole,Microtus%20ochrogaster
23,391902,Water%20buffalo,Bubalus%20bubalis
19,9556,Baboon,Papio%20cynocephalus
19,447135,Bank%20vole,Clethrionomys%20glareolus
19,9643,Bear,Ursus%20americanus
19,175121,Birds,Passeroidea
19,8032,Brown%20Trout,Salmo%20trutta
19,9901,Buffalo,Bison%20bison
19,9625,Carnivores,Vulpes
19,9685,Cat,Felis%20catus
19,7995,Catfishes,Siluriformes
19,9913,Cattle,Bos%20taurus
19,9031,Chicken,Gallus%20gallus
19,9598,Chimpanzee,Pan%20troglodytes
19,10150,chinchillas,Chinchillidae
19,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
19,9860,Deer,Cervus%20elaphus
19,10042,Deer%20mouse,Peromyscus%20maniculatus
19,9615,Dog,Canis%20familiaris
19,8835,Ducks,Anas
19,9669,Ferret,Mustela%20putorius%20furo
19,117565,Fish,Hyperotreti
19,10045,Gerbil,Gerbillina
19,9925,Goat,Capra%20hircus
19,9612,Gray%20wolf,Canis%20lupus
19,10141,Guinea%20pig,Cavia%20porcellus
19,10036,Hamster,Mesocricetus%20auratus
19,9796,Horse,Equus%20caballus
19,9606,Human,Homo%20sapiens
19,9541,Macaque,Macaca%20fascicularis
19,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
19,9479,Monkey,Platyrrhini
19,10090,Mouse,Mus%20musculus
19,,None,None
19,9224,Parrot,Psittacidae
19,9823,Pig,Sus%20scrofa
19,9986,Rabbit,Oryctolagus%20cuniculus
19,8022,Rainbow%20trout,Oncorhynchus%20mykiss
19,10114,Rat,Rattus
19,56781,Raven,Corvus%20corax
19,9768,sei%20whale,Balaenoptera%20borealis
19,9940,Sheep,Ovis%20aries
19,37591,Squirrel,Spermophilus%20richardsonii
19,9393,Tree%20shrew,Tupaiidae
19,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
19,9103,Turkey,Meleagris%20gallopavo
19,79684,Vole,Microtus%20ochrogaster
19,391902,Water%20buffalo,Bubalus%20bubalis
28,9556,Baboon,Papio%20cynocephalus
28,447135,Bank%20vole,Clethrionomys%20glareolus
28,9643,Bear,Ursus%20americanus
28,175121,Birds,Passeroidea
28,8032,Brown%20Trout,Salmo%20trutta
28,9901,Buffalo,Bison%20bison
28,9625,Carnivores,Vulpes
28,9685,Cat,Felis%20catus
28,7995,Catfishes,Siluriformes
28,9913,Cattle,Bos%20taurus
28,9031,Chicken,Gallus%20gallus
28,9598,Chimpanzee,Pan%20troglodytes
28,10150,chinchillas,Chinchillidae
28,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
28,9860,Deer,Cervus%20elaphus
28,10042,Deer%20mouse,Peromyscus%20maniculatus
28,9615,Dog,Canis%20familiaris
28,8835,Ducks,Anas
28,9669,Ferret,Mustela%20putorius%20furo
28,117565,Fish,Hyperotreti
28,10045,Gerbil,Gerbillina
28,9925,Goat,Capra%20hircus
28,9612,Gray%20wolf,Canis%20lupus
28,10141,Guinea%20pig,Cavia%20porcellus
28,10036,Hamster,Mesocricetus%20auratus
28,9796,Horse,Equus%20caballus
28,9606,Human,Homo%20sapiens
28,9541,Macaque,Macaca%20fascicularis
28,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
28,9479,Monkey,Platyrrhini
28,10090,Mouse,Mus%20musculus
28,,None,None
28,9224,Parrot,Psittacidae
28,9823,Pig,Sus%20scrofa
28,9986,Rabbit,Oryctolagus%20cuniculus
28,8022,Rainbow%20trout,Oncorhynchus%20mykiss
28,10114,Rat,Rattus
28,56781,Raven,Corvus%20corax
28,9768,sei%20whale,Balaenoptera%20borealis
28,9940,Sheep,Ovis%20aries
28,37591,Squirrel,Spermophilus%20richardsonii
28,9393,Tree%20shrew,Tupaiidae
28,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
28,9103,Turkey,Meleagris%20gallopavo
28,79684,Vole,Microtus%20ochrogaster
28,391902,Water%20buffalo,Bubalus%20bubalis
43,9556,Baboon,Papio%20cynocephalus
43,447135,Bank%20vole,Clethrionomys%20glareolus
43,9643,Bear,Ursus%20americanus
43,175121,Birds,Passeroidea
43,8032,Brown%20Trout,Salmo%20trutta
43,9901,Buffalo,Bison%20bison
43,9625,Carnivores,Vulpes
43,9685,Cat,Felis%20catus
43,7995,Catfishes,Siluriformes
43,9913,Cattle,Bos%20taurus
43,9031,Chicken,Gallus%20gallus
43,9598,Chimpanzee,Pan%20troglodytes
43,10150,chinchillas,Chinchillidae
43,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
43,9860,Deer,Cervus%20elaphus
43,10042,Deer%20mouse,Peromyscus%20maniculatus
43,9615,Dog,Canis%20familiaris
43,8835,Ducks,Anas
43,9669,Ferret,Mustela%20putorius%20furo
43,117565,Fish,Hyperotreti
43,10045,Gerbil,Gerbillina
43,9925,Goat,Capra%20hircus
43,9612,Gray%20wolf,Canis%20lupus
43,10141,Guinea%20pig,Cavia%20porcellus
43,10036,Hamster,Mesocricetus%20auratus
43,9796,Horse,Equus%20caballus
43,9606,Human,Homo%20sapiens
43,9541,Macaque,Macaca%20fascicularis
43,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
43,9479,Monkey,Platyrrhini
43,10090,Mouse,Mus%20musculus
43,,None,None
43,9224,Parrot,Psittacidae
43,9823,Pig,Sus%20scrofa
43,9986,Rabbit,Oryctolagus%20cuniculus
43,8022,Rainbow%20trout,Oncorhynchus%20mykiss
43,10114,Rat,Rattus
43,56781,Raven,Corvus%20corax
43,9768,sei%20whale,Balaenoptera%20borealis
43,9940,Sheep,Ovis%20aries
43,37591,Squirrel,Spermophilus%20richardsonii
43,9393,Tree%20shrew,Tupaiidae
43,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
43,9103,Turkey,Meleagris%20gallopavo
43,79684,Vole,Microtus%20ochrogaster
43,391902,Water%20buffalo,Bubalus%20bubalis
68,9556,Baboon,Papio%20cynocephalus
68,447135,Bank%20vole,Clethrionomys%20glareolus
68,9643,Bear,Ursus%20americanus
68,175121,Birds,Passeroidea
68,8032,Brown%20Trout,Salmo%20trutta
68,9901,Buffalo,Bison%20bison
68,9625,Carnivores,Vulpes
68,9685,Cat,Felis%20catus
68,7995,Catfishes,Siluriformes
68,9913,Cattle,Bos%20taurus
68,9031,Chicken,Gallus%20gallus
68,9598,Chimpanzee,Pan%20troglodytes
68,10150,chinchillas,Chinchillidae
68,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
68,9860,Deer,Cervus%20elaphus
68,10042,Deer%20mouse,Peromyscus%20maniculatus
68,9615,Dog,Canis%20familiaris
68,8835,Ducks,Anas
68,9669,Ferret,Mustela%20putorius%20furo
68,117565,Fish,Hyperotreti
68,10045,Gerbil,Gerbillina
68,9925,Goat,Capra%20hircus
68,9612,Gray%20wolf,Canis%20lupus
68,10141,Guinea%20pig,Cavia%20porcellus
68,10036,Hamster,Mesocricetus%20auratus
68,9796,Horse,Equus%20caballus
68,9606,Human,Homo%20sapiens
68,9541,Macaque,Macaca%20fascicularis
68,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
68,9479,Monkey,Platyrrhini
68,10090,Mouse,Mus%20musculus
68,,None,None
68,9224,Parrot,Psittacidae
68,9823,Pig,Sus%20scrofa
68,9986,Rabbit,Oryctolagus%20cuniculus
68,8022,Rainbow%20trout,Oncorhynchus%20mykiss
68,10114,Rat,Rattus
68,56781,Raven,Corvus%20corax
68,9768,sei%20whale,Balaenoptera%20borealis
68,9940,Sheep,Ovis%20aries
68,37591,Squirrel,Spermophilus%20richardsonii
68,9393,Tree%20shrew,Tupaiidae
68,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
68,9103,Turkey,Meleagris%20gallopavo
68,79684,Vole,Microtus%20ochrogaster
68,391902,Water%20buffalo,Bubalus%20bubalis
14,9556,Baboon,Papio%20cynocephalus
14,447135,Bank%20vole,Clethrionomys%20glareolus
14,9643,Bear,Ursus%20americanus
14,175121,Birds,Passeroidea
14,8032,Brown%20Trout,Salmo%20trutta
14,9901,Buffalo,Bison%20bison
14,9625,Carnivores,Vulpes
14,9685,Cat,Felis%20catus
14,7995,Catfishes,Siluriformes
14,9913,Cattle,Bos%20taurus
14,9031,Chicken,Gallus%20gallus
14,9598,Chimpanzee,Pan%20troglodytes
14,10150,chinchillas,Chinchillidae
14,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
14,9860,Deer,Cervus%20elaphus
14,10042,Deer%20mouse,Peromyscus%20maniculatus
14,9615,Dog,Canis%20familiaris
14,8835,Ducks,Anas
14,9669,Ferret,Mustela%20putorius%20furo
14,117565,Fish,Hyperotreti
14,10045,Gerbil,Gerbillina
14,9925,Goat,Capra%20hircus
14,9612,Gray%20wolf,Canis%20lupus
14,10141,Guinea%20pig,Cavia%20porcellus
14,10036,Hamster,Mesocricetus%20auratus
14,9796,Horse,Equus%20caballus
14,9606,Human,Homo%20sapiens
14,9541,Macaque,Macaca%20fascicularis
14,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
14,9479,Monkey,Platyrrhini
14,10090,Mouse,Mus%20musculus
14,,None,None
14,9224,Parrot,Psittacidae
14,9823,Pig,Sus%20scrofa
14,9986,Rabbit,Oryctolagus%20cuniculus
14,8022,Rainbow%20trout,Oncorhynchus%20mykiss
14,10114,Rat,Rattus
14,56781,Raven,Corvus%20corax
14,9768,sei%20whale,Balaenoptera%20borealis
14,9940,Sheep,Ovis%20aries
14,37591,Squirrel,Spermophilus%20richardsonii
14,9393,Tree%20shrew,Tupaiidae
14,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
14,9103,Turkey,Meleagris%20gallopavo
14,79684,Vole,Microtus%20ochrogaster
14,391902,Water%20buffalo,Bubalus%20bubalis
47,9556,Baboon,Papio%20cynocephalus
47,447135,Bank%20vole,Clethrionomys%20glareolus
47,9643,Bear,Ursus%20americanus
47,175121,Birds,Passeroidea
47,8032,Brown%20Trout,Salmo%20trutta
47,9901,Buffalo,Bison%20bison
47,9625,Carnivores,Vulpes
47,9685,Cat,Felis%20catus
47,7995,Catfishes,Siluriformes
47,9913,Cattle,Bos%20taurus
47,9031,Chicken,Gallus%20gallus
47,9598,Chimpanzee,Pan%20troglodytes
47,10150,chinchillas,Chinchillidae
47,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
47,9860,Deer,Cervus%20elaphus
47,10042,Deer%20mouse,Peromyscus%20maniculatus
47,9615,Dog,Canis%20familiaris
47,8835,Ducks,Anas
47,9669,Ferret,Mustela%20putorius%20furo
47,117565,Fish,Hyperotreti
47,10045,Gerbil,Gerbillina
47,9925,Goat,Capra%20hircus
47,9612,Gray%20wolf,Canis%20lupus
47,10141,Guinea%20pig,Cavia%20porcellus
47,10036,Hamster,Mesocricetus%20auratus
47,9796,Horse,Equus%20caballus
47,9606,Human,Homo%20sapiens
47,9541,Macaque,Macaca%20fascicularis
47,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
47,9479,Monkey,Platyrrhini
47,10090,Mouse,Mus%20musculus
47,,None,None
47,9224,Parrot,Psittacidae
47,9823,Pig,Sus%20scrofa
47,9986,Rabbit,Oryctolagus%20cuniculus
47,8022,Rainbow%20trout,Oncorhynchus%20mykiss
47,10114,Rat,Rattus
47,56781,Raven,Corvus%20corax
47,9768,sei%20whale,Balaenoptera%20borealis
47,9940,Sheep,Ovis%20aries
47,37591,Squirrel,Spermophilus%20richardsonii
47,9393,Tree%20shrew,Tupaiidae
47,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
47,9103,Turkey,Meleagris%20gallopavo
47,79684,Vole,Microtus%20ochrogaster
47,391902,Water%20buffalo,Bubalus%20bubalis
20,9556,Baboon,Papio%20cynocephalus
20,447135,Bank%20vole,Clethrionomys%20glareolus
20,9643,Bear,Ursus%20americanus
20,175121,Birds,Passeroidea
20,8032,Brown%20Trout,Salmo%20trutta
20,9901,Buffalo,Bison%20bison
20,9625,Carnivores,Vulpes
20,9685,Cat,Felis%20catus
20,7995,Catfishes,Siluriformes
20,9913,Cattle,Bos%20taurus
20,9031,Chicken,Gallus%20gallus
20,9598,Chimpanzee,Pan%20troglodytes
20,10150,chinchillas,Chinchillidae
20,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
20,9860,Deer,Cervus%20elaphus
20,10042,Deer%20mouse,Peromyscus%20maniculatus
20,9615,Dog,Canis%20familiaris
20,8835,Ducks,Anas
20,9669,Ferret,Mustela%20putorius%20furo
20,117565,Fish,Hyperotreti
20,10045,Gerbil,Gerbillina
20,9925,Goat,Capra%20hircus
20,9612,Gray%20wolf,Canis%20lupus
20,10141,Guinea%20pig,Cavia%20porcellus
20,10036,Hamster,Mesocricetus%20auratus
20,9796,Horse,Equus%20caballus
20,9606,Human,Homo%20sapiens
20,9541,Macaque,Macaca%20fascicularis
20,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
20,9479,Monkey,Platyrrhini
20,10090,Mouse,Mus%20musculus
20,,None,None
20,9224,Parrot,Psittacidae
20,9823,Pig,Sus%20scrofa
20,9986,Rabbit,Oryctolagus%20cuniculus
20,8022,Rainbow%20trout,Oncorhynchus%20mykiss
20,10114,Rat,Rattus
20,56781,Raven,Corvus%20corax
20,9768,sei%20whale,Balaenoptera%20borealis
20,9940,Sheep,Ovis%20aries
20,37591,Squirrel,Spermophilus%20richardsonii
20,9393,Tree%20shrew,Tupaiidae
20,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
20,9103,Turkey,Meleagris%20gallopavo
20,79684,Vole,Microtus%20ochrogaster
20,391902,Water%20buffalo,Bubalus%20bubalis
59,9556,Baboon,Papio%20cynocephalus
59,447135,Bank%20vole,Clethrionomys%20glareolus
59,9643,Bear,Ursus%20americanus
59,175121,Birds,Passeroidea
59,8032,Brown%20Trout,Salmo%20trutta
59,9901,Buffalo,Bison%20bison
59,9625,Carnivores,Vulpes
59,9685,Cat,Felis%20catus
59,7995,Catfishes,Siluriformes
59,9913,Cattle,Bos%20taurus
59,9031,Chicken,Gallus%20gallus
59,9598,Chimpanzee,Pan%20troglodytes
59,10150,chinchillas,Chinchillidae
59,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
59,9860,Deer,Cervus%20elaphus
59,10042,Deer%20mouse,Peromyscus%20maniculatus
59,9615,Dog,Canis%20familiaris
59,8835,Ducks,Anas
59,9669,Ferret,Mustela%20putorius%20furo
59,117565,Fish,Hyperotreti
59,10045,Gerbil,Gerbillina
59,9925,Goat,Capra%20hircus
59,9612,Gray%20wolf,Canis%20lupus
59,10141,Guinea%20pig,Cavia%20porcellus
59,10036,Hamster,Mesocricetus%20auratus
59,9796,Horse,Equus%20caballus
59,9606,Human,Homo%20sapiens
59,9541,Macaque,Macaca%20fascicularis
59,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
59,9479,Monkey,Platyrrhini
59,10090,Mouse,Mus%20musculus
59,,None,None
59,9224,Parrot,Psittacidae
59,9823,Pig,Sus%20scrofa
59,9986,Rabbit,Oryctolagus%20cuniculus
59,8022,Rainbow%20trout,Oncorhynchus%20mykiss
59,10114,Rat,Rattus
59,56781,Raven,Corvus%20corax
59,9768,sei%20whale,Balaenoptera%20borealis
59,9940,Sheep,Ovis%20aries
59,37591,Squirrel,Spermophilus%20richardsonii
59,9393,Tree%20shrew,Tupaiidae
59,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
59,9103,Turkey,Meleagris%20gallopavo
59,79684,Vole,Microtus%20ochrogaster
59,391902,Water%20buffalo,Bubalus%20bubalis
17,9556,Baboon,Papio%20cynocephalus
17,447135,Bank%20vole,Clethrionomys%20glareolus
17,9643,Bear,Ursus%20americanus
17,175121,Birds,Passeroidea
17,8032,Brown%20Trout,Salmo%20trutta
17,9901,Buffalo,Bison%20bison
17,9625,Carnivores,Vulpes
17,9685,Cat,Felis%20catus
17,7995,Catfishes,Siluriformes
17,9913,Cattle,Bos%20taurus
17,9031,Chicken,Gallus%20gallus
17,9598,Chimpanzee,Pan%20troglodytes
17,10150,chinchillas,Chinchillidae
17,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
17,9860,Deer,Cervus%20elaphus
17,10042,Deer%20mouse,Peromyscus%20maniculatus
17,9615,Dog,Canis%20familiaris
17,8835,Ducks,Anas
17,9669,Ferret,Mustela%20putorius%20furo
17,117565,Fish,Hyperotreti
17,10045,Gerbil,Gerbillina
17,9925,Goat,Capra%20hircus
17,9612,Gray%20wolf,Canis%20lupus
17,10141,Guinea%20pig,Cavia%20porcellus
17,10036,Hamster,Mesocricetus%20auratus
17,9796,Horse,Equus%20caballus
17,9606,Human,Homo%20sapiens
17,9541,Macaque,Macaca%20fascicularis
17,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
17,9479,Monkey,Platyrrhini
17,10090,Mouse,Mus%20musculus
17,,None,None
17,9224,Parrot,Psittacidae
17,9823,Pig,Sus%20scrofa
17,9986,Rabbit,Oryctolagus%20cuniculus
17,8022,Rainbow%20trout,Oncorhynchus%20mykiss
17,10114,Rat,Rattus
17,56781,Raven,Corvus%20corax
17,9768,sei%20whale,Balaenoptera%20borealis
17,9940,Sheep,Ovis%20aries
17,37591,Squirrel,Spermophilus%20richardsonii
17,9393,Tree%20shrew,Tupaiidae
17,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
17,9103,Turkey,Meleagris%20gallopavo
17,79684,Vole,Microtus%20ochrogaster
17,391902,Water%20buffalo,Bubalus%20bubalis
27,9556,Baboon,Papio%20cynocephalus
27,447135,Bank%20vole,Clethrionomys%20glareolus
27,9643,Bear,Ursus%20americanus
27,175121,Birds,Passeroidea
27,8032,Brown%20Trout,Salmo%20trutta
27,9901,Buffalo,Bison%20bison
27,9625,Carnivores,Vulpes
27,9685,Cat,Felis%20catus
27,7995,Catfishes,Siluriformes
27,9913,Cattle,Bos%20taurus
27,9031,Chicken,Gallus%20gallus
27,9598,Chimpanzee,Pan%20troglodytes
27,10150,chinchillas,Chinchillidae
27,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
27,9860,Deer,Cervus%20elaphus
27,10042,Deer%20mouse,Peromyscus%20maniculatus
27,9615,Dog,Canis%20familiaris
27,8835,Ducks,Anas
27,9669,Ferret,Mustela%20putorius%20furo
27,117565,Fish,Hyperotreti
27,10045,Gerbil,Gerbillina
27,9925,Goat,Capra%20hircus
27,9612,Gray%20wolf,Canis%20lupus
27,10141,Guinea%20pig,Cavia%20porcellus
27,10036,Hamster,Mesocricetus%20auratus
27,9796,Horse,Equus%20caballus
27,9606,Human,Homo%20sapiens
27,9541,Macaque,Macaca%20fascicularis
27,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
27,9479,Monkey,Platyrrhini
27,10090,Mouse,Mus%20musculus
27,,None,None
27,9224,Parrot,Psittacidae
27,9823,Pig,Sus%20scrofa
27,9986,Rabbit,Oryctolagus%20cuniculus
27,8022,Rainbow%20trout,Oncorhynchus%20mykiss
27,10114,Rat,Rattus
27,56781,Raven,Corvus%20corax
27,9768,sei%20whale,Balaenoptera%20borealis
27,9940,Sheep,Ovis%20aries
27,37591,Squirrel,Spermophilus%20richardsonii
27,9393,Tree%20shrew,Tupaiidae
27,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
27,9103,Turkey,Meleagris%20gallopavo
27,79684,Vole,Microtus%20ochrogaster
27,391902,Water%20buffalo,Bubalus%20bubalis
67,9556,Baboon,Papio%20cynocephalus
67,447135,Bank%20vole,Clethrionomys%20glareolus
67,9643,Bear,Ursus%20americanus
67,175121,Birds,Passeroidea
67,8032,Brown%20Trout,Salmo%20trutta
67,9901,Buffalo,Bison%20bison
67,9625,Carnivores,Vulpes
67,9685,Cat,Felis%20catus
67,7995,Catfishes,Siluriformes
67,9913,Cattle,Bos%20taurus
67,9031,Chicken,Gallus%20gallus
67,9598,Chimpanzee,Pan%20troglodytes
67,10150,chinchillas,Chinchillidae
67,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
67,9860,Deer,Cervus%20elaphus
67,10042,Deer%20mouse,Peromyscus%20maniculatus
67,9615,Dog,Canis%20familiaris
67,8835,Ducks,Anas
67,9669,Ferret,Mustela%20putorius%20furo
67,117565,Fish,Hyperotreti
67,10045,Gerbil,Gerbillina
67,9925,Goat,Capra%20hircus
67,9612,Gray%20wolf,Canis%20lupus
67,10141,Guinea%20pig,Cavia%20porcellus
67,10036,Hamster,Mesocricetus%20auratus
67,9796,Horse,Equus%20caballus
67,9606,Human,Homo%20sapiens
67,9541,Macaque,Macaca%20fascicularis
67,10047,Mongolian%20Gerbil,Meriones%20unguiculatus
67,9479,Monkey,Platyrrhini
67,10090,Mouse,Mus%20musculus
67,,None,None
67,9224,Parrot,Psittacidae
67,9823,Pig,Sus%20scrofa
67,9986,Rabbit,Oryctolagus%20cuniculus
67,8022,Rainbow%20trout,Oncorhynchus%20mykiss
67,10114,Rat,Rattus
67,56781,Raven,Corvus%20corax
67,9768,sei%20whale,Balaenoptera%20borealis
67,9940,Sheep,Ovis%20aries
67,37591,Squirrel,Spermophilus%20richardsonii
67,9393,Tree%20shrew,Tupaiidae
67,504568,Trouts%2C%20salmons%20%26%20chars,Salmoninae
67,9103,Turkey,Meleagris%20gallopavo
67,79684,Vole,Microtus%20ochrogaster
67,391902,Water%20buffalo,Bubalus%20bubalis
32,9556,Baboon,Papio%20cynocephalus
32,447135,Bank%20vole,Clethrionomys%20glareolus
32,9643,Bear,Ursus%20americanus
32,175121,Birds,Passeroidea
32,8032,Brown%20Trout,Salmo%20trutta
32,9901,Buffalo,Bison%20bison
32,9625,Carnivores,Vulpes
32,9685,Cat,Felis%20catus
32,7995,Catfishes,Siluriformes
32,9913,Cattle,Bos%20taurus
32,9031,Chicken,Gallus%20gallus
32,9598,Chimpanzee,Pan%20troglodytes
32,10150,chinchillas,Chinchillidae
32,9067,Copper%20Pheasant,Syrmaticus%20soemmerringii
32,9860,Deer,Cervus%20elaphus
32,10042,Deer%20mouse,Peromyscus%20maniculatus
32,9615,Dog,Canis%20familiaris
32,8835,Ducks,Anas
32,9669,Ferret,Mustela%20putorius%20furo
